224,224,3,7,7,32,1,1
56,56,32,1,1,32,0,1
56,56,64,3,3,32,0,1
56,56,96,1,1,32,0,1
56,56,128,3,3,32,0,1
56,56,160,1,1,32,0,1
56,56,192,3,3,32,0,1
56,56,224,1,1,32,0,1
56,56,256,3,3,32,0,1
56,56,288,1,1,32,0,1
56,56,320,3,3,32,0,1
56,56,352,1,1,32,0,1
56,56,384,3,3,32,0,1
56,56,416,1,1,416,1,0
28,28,416,1,1,32,0,1
28,28,32,3,3,32,0,1
28,28,64,1,1,32,0,1
28,28,96,3,3,32,0,1
28,28,128,1,1,32,0,1
28,28,160,3,3,32,0,1
28,28,192,1,1,32,0,1
28,28,224,3,3,32,0,1
28,28,256,1,1,32,0,1
28,28,288,3,3,32,0,1
28,28,320,1,1,32,0,1
28,28,352,3,3,32,0,1
28,28,384,1,1,32,0,1
28,28,416,3,3,32,0,1
28,28,448,1,1,32,0,1
28,28,480,3,3,32,0,1
28,28,512,1,1,32,0,1
28,28,544,3,3,32,0,1
28,28,576,1,1,32,0,1
28,28,608,3,3,32,0,1
28,28,640,1,1,32,0,1
28,28,672,3,3,32,0,1
28,28,704,1,1,32,0,1
28,28,736,3,3,32,0,1
28,28,736,1,1,736,1,1
14,14,736,1,1,32,0,1
14,14,32,3,3,32,0,1
14,14,64,1,1,32,0,1
14,14,96,3,3,32,0,1
14,14,128,1,1,32,0,1
14,14,160,3,3,32,0,1
14,14,192,1,1,32,0,1
14,14,224,3,3,32,0,1
14,14,256,1,1,32,0,1
14,14,288,3,3,32,0,1
14,14,320,1,1,32,0,1
14,14,352,3,3,32,0,1
14,14,384,1,1,32,0,1
14,14,416,3,3,32,0,1
14,14,448,1,1,32,0,1
14,14,480,3,3,32,0,1
14,14,512,1,1,32,0,1
14,14,544,3,3,32,0,1
14,14,576,1,1,32,0,1
14,14,608,3,3,32,0,1
14,14,640,1,1,32,0,1
14,14,672,3,3,32,0,1
14,14,704,1,1,32,0,1
14,14,736,3,3,32,0,1
14,14,768,1,1,32,0,1
14,14,800,3,3,32,0,1
14,14,832,1,1,32,0,1
14,14,864,3,3,32,0,1
14,14,896,1,1,32,0,1
14,14,928,3,3,32,0,1
14,14,960,1,1,32,0,1
14,14,992,3,3,32,0,1
14,14,1024,1,1,32,0,1
14,14,1056,3,3,32,0,1
14,14,1088,1,1,32,0,1
14,14,1120,3,3,32,0,1
14,14,1152,1,1,32,0,1
14,14,1184,3,3,32,0,1
14,14,1216,1,1,32,0,1
14,14,1248,3,3,32,0,1
14,14,1280,1,1,32,0,1
14,14,1312,3,3,32,0,1
14,14,1344,1,1,32,0,1
14,14,1376,3,3,32,0,1
14,14,1408,1,1,32,0,1
14,14,1440,3,3,32,0,1
14,14,1472,1,1,32,0,1
14,14,1504,3,3,32,0,1
14,14,1536,1,1,32,0,1
14,14,1568,3,3,32,0,1
14,14,1600,1,1,32,0,1
14,14,1632,3,3,32,0,1
14,14,1664,1,1,32,0,1
14,14,1696,3,3,32,0,1
14,14,1728,1,1,32,0,1
14,14,1760,3,3,32,0,1
14,14,1792,1,1,32,0,1
14,14,1824,3,3,32,0,1
14,14,1856,1,1,32,0,1
14,14,1888,3,3,32,0,1
14,14,1920,1,1,32,0,1
14,14,1952,3,3,32,0,1
14,14,1984,1,1,32,0,1
14,14,2016,3,3,32,0,1
14,14,2048,1,1,2048,1,0
7,7,2048,1,1,32,0,1
7,7,32,1,1,32,0,1
7,7,64,3,3,32,0,1
7,7,96,1,1,32,0,1
7,7,128,3,3,32,0,1
7,7,160,1,1,32,0,1
7,7,192,3,3,32,0,1
7,7,224,1,1,32,0,1
7,7,256,3,3,32,0,1
7,7,288,1,1,32,0,1
7,7,320,3,3,32,0,1
7,7,352,1,1,32,0,1
7,7,384,3,3,32,0,1
7,7,416,1,1,32,0,1
7,7,448,3,3,32,0,1
7,7,480,1,1,32,0,1
7,7,512,3,3,32,0,1
7,7,544,1,1,32,0,1
7,7,576,3,3,32,0,1
7,7,608,1,1,32,0,1
7,7,640,3,3,32,0,1
7,7,672,1,1,32,0,1
7,7,704,3,3,32,0,1
7,7,736,1,1,32,0,1
7,7,768,3,3,32,0,1
7,7,800,1,1,32,0,1
7,7,832,3,3,32,0,1
7,7,864,1,1,32,0,1
7,7,896,3,3,32,0,1
7,7,928,1,1,32,0,1
7,7,960,3,3,32,0,1
7,7,992,1,1,32,0,1
7,7,1024,3,3,32,0,1
7,7,1056,1,1,32,0,1
7,7,1088,3,3,32,0,1
7,7,1120,1,1,32,0,1
7,7,1152,3,3,32,0,1
7,7,1184,1,1,32,0,1
7,7,1216,3,3,32,0,1
7,7,1248,1,1,32,0,1
7,7,1280,3,3,32,0,1
7,7,1312,1,1,32,0,1
7,7,1344,3,3,32,0,1
7,7,1376,1,1,32,0,1
7,7,1408,3,3,32,0,1
7,7,1440,1,1,32,0,1
7,7,1472,3,3,32,0,1
7,7,1504,1,1,32,0,1
7,7,1536,3,3,32,0,1
7,7,1568,1,1,32,0,1
7,7,1600,3,3,32,0,1
7,7,1632,1,1,32,0,1
7,7,1664,3,3,32,0,1
7,7,1696,1,1,32,0,1
7,7,1728,3,3,32,0,1
7,7,1760,1,1,32,0,1
7,7,1792,3,3,32,0,1
7,7,1824,1,1,32,0,1
7,7,1856,3,3,32,0,1
7,7,1888,1,1,32,0,1
7,7,1920,3,3,32,0,1
7,7,1952,1,1,32,0,1
7,7,1984,3,3,32,0,1
7,7,2016,1,1,32,1,1
1,1,2048,1,1,1000,0,1
