32,32,3,3,3,16,0,1,432
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,16,0,1,2304
32,32,16,3,3,32,1,1,4608
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,32,0,1,9216
16,16,32,3,3,64,1,1,18432
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
8,8,64,3,3,64,0,1,36864
