224,224,3,3,3,64,1
55,55,64,1,1,16,0
55,55,16,1,1,64,0
55,55,16,3,3,64,0
55,55,128,1,1,16,0
55,55,16,1,1,64,0
55,55,16,3,3,64,1
27,27,128,1,1,32,0
27,27,32,1,1,128,0
27,27,32,3,3,128,0
27,27,256,1,1,32,0
27,27,32,1,1,128,0
27,27,32,3,3,128,1
13,13,256,1,1,48,0
13,13,48,1,1,192,0
13,13,48,3,3,192,0
13,13,384,1,1,48,0
13,13,48,1,1,192,0
13,13,48,3,3,192,0
13,13,384,1,1,64,0
13,13,64,1,1,256,0
13,13,64,3,3,256,0
13,13,512,1,1,64,0
13,13,64,1,1,256,0
13,13,64,3,3,256,0
13,13,512,1,1,1000,0
